unit,window_start_index,window_end_index,window_length,cycle_start,cycle_end,is_anomaly_window,reconstruction_error,predicted_anomaly,isolation_forest_score,local_outlier_factor_score,zscore_score,mad_score
9,95,114,20,96,115,1,3.1267151832580566,1,0.004472882851222604,18.887702998870814,4.579866121626439,4.436782522540826
9,100,119,20,101,120,1,3.1337239742279053,1,0.004472882851222604,18.887702998870814,4.579866121626439,4.436782522540826
9,105,124,20,106,125,1,2.326312303543091,1,0.004472882851222604,18.433252465521132,4.579866121626439,4.436782522540826
9,110,129,20,111,130,1,2.361941337585449,1,0.004472882851222604,18.433252465521132,4.579866121626439,4.436782522540826
10,0,19,20,1,20,0,0.6995044946670532,0,-0.0036964276586278766,3.741026503068975,0.9131596781283046,0.9372832552738969
10,5,24,20,6,25,0,0.6721547245979309,0,-0.0036964276586278766,3.824438108505139,0.8977539230796084,0.9183824486582555
10,10,29,20,11,30,0,0.6539856195449829,0,-0.003985066595866504,3.824438108505139,0.8977539230796084,0.918140779383762
10,15,34,20,16,35,0,0.6477162837982178,0,0.004516609814726125,3.824438108505139,0.9960714176088492,1.022212940521024
10,20,39,20,21,40,0,0.6361177563667297,0,0.004516609814726125,3.824438108505139,0.9960714176088492,1.022212940521024
10,25,44,20,26,45,0,0.6345868706703186,0,0.004516609814726125,3.8447146987440783,0.9960714176088492,1.022212940521024
10,30,49,20,31,50,0,0.6508671045303345,0,0.004516609814726125,3.8447146987440783,0.9960714176088492,1.022212940521024
10,35,54,20,36,55,0,0.6333132386207581,0,-0.006908705233672818,3.8447146987440783,0.8929254918824232,0.919641073917287
10,40,59,20,41,60,0,0.632011353969574,0,-0.006908705233672818,3.8447146987440783,0.8929254918824232,0.919641073917287
10,45,64,20,46,65,0,0.6625693440437317,0,-0.005428219990661454,3.7864945533031973,0.9152247026312368,0.9464008089725008
10,50,69,20,51,70,0,0.6459103226661682,0,-0.005428219990661454,3.8535105441831368,0.9152247026312368,0.9464008089725008
10,55,74,20,56,75,0,0.6721710562705994,0,0.001151196839051738,3.8535105441831368,0.9372945679744396,0.9683402725724177
10,60,79,20,61,80,0,0.6930007338523865,0,0.001151196839051738,3.8535105441831368,0.9372945679744396,0.9683402725724177
10,65,84,20,66,85,0,0.6748912334442139,0,0.001151196839051738,3.8535105441831368,0.9372945679744396,0.9683402725724177
10,70,89,20,71,90,0,0.6657541394233704,0,0.001151196839051738,3.7954502458913493,0.9372945679744396,0.9683402725724177
10,75,94,20,76,95,0,0.6561945080757141,0,-0.007572363829781548,3.7954502458913493,0.9623617945688878,0.9908222015250616
10,80,99,20,81,100,0,0.6522762775421143,0,-0.011234073015046808,3.7954502458913493,0.9623617945688878,0.9908222015250616
10,85,104,20,86,105,1,1.334167242050171,1,0.009876437888396317,19.05788424811608,3.781633648426489,4.132044467880613
10,90,109,20,91,110,1,2.2171478271484375,1,0.009876437888396317,19.05788424811608,4.2348614251416,4.279540567951257
10,95,114,20,96,115,1,2.2147204875946045,1,0.009876437888396317,19.05788424811608,4.2348614251416,4.279540567951257
10,100,119,20,101,120,1,2.2038278579711914,1,0.009876437888396317,19.05788424811608,4.2348614251416,4.279540567951257
10,105,124,20,106,125,1,3.00687313079834,1,0.021074779831700474,18.076664929505746,4.2348614251416,4.503290383423339
10,110,129,20,111,130,1,2.1659278869628906,1,0.021074779831700474,18.076664929505746,4.034309309326001,4.503290383423339
10,115,134,20,116,135,1,2.1700329780578613,1,0.021074779831700474,18.076664929505746,4.034309309326001,4.503290383423339
10,120,139,20,121,140,1,2.9626476764678955,1,0.023567953064894454,19.1954113737559,4.05239636088131,4.503290383423339
